0.69 0.63 0.0068805 -0.00238909 0.948283
1.05 0.9 0.00462051 -0.00118391 0.941229
1.4 1.17 0.00532242 -0.00339206 0.936304
1.76 1.43 -0.00450179 0.0118152 0.798182
2.12 1.7 0.00582397 -0.00193886 0.966844
2.47 1.97 0.000463934 0.00416656 0.975157
2.83 2.24 0.00101186 0.00237354 0.835675
3.18 2.51 0.00753465 0.000677729 0.935759
0.69 0.73 0.0076763 -0.00243112 0.945462
1.04 0.97 0.0043499 -0.00136545 0.943621
1.4 1.21 0.00503152 -0.00277522 0.922003
1.76 1.45 -0.00387807 0.0118501 0.77679
2.11 1.69 0.0060294 -0.00208102 0.966492
2.47 1.93 0.000598949 0.00703794 0.974886
2.83 2.17 -0.00290281 0.00351223 0.955205
3.18 2.41 0.00996665 -0.00277677 0.979253
3.54 2.66 0.00775015 4.90954e-05 0.983419
0.69 0.83 0.00514127 -0.00422918 0.942476
1.04 1.04 0.00451602 -0.00130793 0.947476
1.4 1.26 0.0057294 -0.00134622 0.941372
1.75 1.47 -0.00197585 0.0124658 0.737759
2.11 1.68 0.0060145 -0.0020727 0.966565
2.47 1.9 0.000515521 0.00794 0.975181
2.82 2.11 -0.00029102 0.00441122 0.977348
3.18 2.32 0.0100409 -0.0028717 0.978263
3.54 2.54 0.00680469 -0.000908522 0.981151
0.68 0.93 0.00496449 -0.00135834 0.935734
1.04 1.11 0.00423677 -0.000844316 0.954254
1.4 1.3 0.00540526 -0.00123373 0.927269
1.75 1.49 0.00756156 0.00965922 0.712635
2.11 1.67 0.00600826 -0.00209499 0.966546
2.46 1.86 0.000510318 0.00584629 0.972305
2.82 2.04 0.000391464 -0.00597288 0.964572
3.18 2.23 0.00903688 -0.00186336 0.980349
3.53 2.42 0.00607002 -0.00131499 0.979317
0.68 1.03 0.00498465 -0.00152457 0.935263
1.04 1.19 0.00473002 0.000867158 0.951268
1.39 1.34 0.00539702 -0.0011161 0.925762
1.75 1.5 0.012953 0.00425021 0.859386
2.11 1.66 0.00600744 -0.00210709 0.966645
2.46 1.82 0.00943679 0.00607718 0.840242
2.82 1.98 0.0066518 -0.00244276 0.962589
3.17 2.14 0.00867341 -0.00167883 0.974861
3.53 2.3 0.00552437 -0.0026765 0.951448
0.68 1.13 0.00457934 -0.00234793 0.933332
1.04 1.26 0.00603048 -0.000189473 0.965895
1.39 1.39 0.00614463 -0.0015072 0.924894
1.75 1.52 0.0107139 -0.00035865 0.952322
2.1 1.65 0.00622644 -0.00215275 0.966167
2.46 1.78 0.0117946 0.00506068 0.754392
2.82 1.91 0.00722855 -0.00229598 0.975925
3.17 2.05 0.00863138 -0.000360808 0.983259
3.53 2.18 0.00812131 0.00100989 0.918711
0.68 1.23 0.00855961 -0.00277554 0.934156
1.03 1.33 0.00591513 -0.000349254 0.962587
1.39 1.43 0.00653092 -0.00293656 0.942053
1.75 1.54 0.0100758 -0.00120323 0.960121
2.1 1.64 0.00622469 -0.00217353 0.966165
2.46 1.75 0.0112993 0.00221958 0.763805
2.81 1.85 0.008558 -0.00171492 0.985344
3.17 1.95 0.00919393 -0.000460413 0.981994
3.53 2.06 0.00622824 0.000802347 0.936661
0.68 1.32 0.00777481 -0.00186382 0.975499
1.03 1.4 0.0056073 -0.00112735 0.966694
1.39 1.48 0.00640343 -0.00306097 0.934541
1.74 1.55 0.0108197 -0.000705291 0.947359
2.1 1.63 0.00621828 -0.00219359 0.966196
2.46 1.71 0.012201 -0.00172466 0.813851
2.81 1.79 0.00907903 -0.00172997 0.987576
3.17 1.86 0.00897557 -0.000496734 0.984979
3.52 1.94 0.00613996 0.000795135 0.935391
0.67 1.42 0.00773133 -0.00154621 0.9748
1.03 1.47 0.00566437 -0.00168575 0.963934
1.39 1.52 0.00709731 -0.0029417 0.947251
1.74 1.57 0.0110319 -0.000668908 0.947838
2.1 1.62 0.00620799 -0.00218493 0.966393
2.45 1.67 0.0124334 -0.00384004 0.800576
2.81 1.72 0.00795944 -0.00179826 0.985074
3.16 1.77 0.0100726 -0.000499873 0.982064
3.52 1.82 0.00712825 5.34736e-05 0.952186
0.67 1.52 0.00813772 -0.00147038 0.972838
1.03 1.55 0.00499987 -0.000452259 0.950289
1.38 1.57 0.00760552 -0.00287508 0.965392
1.74 1.59 0.00985722 -0.000969866 0.943942
2.09 1.61 0.00631735 -0.00204466 0.966389
2.45 1.63 0.0108558 -0.0033699 0.829542
2.81 1.66 0.00751074 -0.00156279 0.983746
3.16 1.68 -0.000738987 0.00169451 0.899366
3.52 1.7 0.00159303 0.000520205 0.6577
0.67 1.62 0.00691487 -0.000212216 0.947588
1.03 1.62 0.00489673 -0.000564605 0.957541
1.38 1.61 0.00854699 -0.0029704 0.97219
1.74 1.61 0.0101488 -0.00103405 0.95213
2.09 1.6 0.00633746 -0.001994 0.96646
2.45 1.6 0.00464167 -0.00369459 0.846483
2.8 1.59 0.0072633 -0.00132502 0.981399
3.16 1.59 -0.00202707 0.00125439 0.915325
3.52 1.58 0.00700657 0.0127581 0.640987
0.67 1.72 0.00833728 -0.00102735 0.942996
1.02 1.69 0.0048598 -0.00099389 0.957088
1.38 1.66 0.00847584 -0.00294328 0.975256
1.73 1.62 0.00968103 -0.000468928 0.949527
2.09 1.59 0.00634175 -0.0021151 0.966687
2.45 1.56 0.00333583 -0.00242927 0.963305
2.8 1.53 0.00609469 -0.00207434 0.966927
3.16 1.49 -0.00390768 -8.29868e-05 0.923199
3.51 1.46 0.00654472 -0.00510134 0.947798
0.67 1.82 0.00847412 -0.00096642 0.967249
1.02 1.76 0.00836738 -0.000959358 0.978626
1.38 1.7 0.00868295 -0.00290321 0.978077
1.73 1.64 0.00929809 -0.000455346 0.944491
2.09 1.58 0.00631391 -0.00222489 0.967317
2.44 1.52 0.0033339 -0.00169254 0.955571
2.8 1.46 0.00615276 -0.00165457 0.966467
3.15 1.4 -0.00135138 0.000296393 0.92529
3.51 1.34 0.00651824 -0.00515971 0.948905
0.66 1.92 0.00835495 -0.00137921 0.972695
1.02 1.83 0.00795251 -0.000726458 0.977033
1.37 1.75 0.00929582 -0.00246041 0.982958
1.73 1.66 0.00920979 -0.00040009 0.940915
2.09 1.57 0.00634684 -0.00225843 0.967459
