0.69 0.63 0.00644581 -0.00208246 0.943554
1.05 0.9 0.00399106 0.000378583 0.94338
1.4 1.17 0.00644128 -0.00378401 0.953099
1.76 1.43 -0.00121813 0.00666697 0.794721
2.12 1.7 0.00530269 -0.00287928 0.952927
2.47 1.97 -0.000168008 0.00138732 0.976467
2.83 2.24 0.0035232 -0.000932207 0.834213
3.18 2.51 0.00881375 0.000303261 0.935549
0.69 0.73 0.00744143 -0.0025567 0.933039
1.04 0.97 0.00421589 3.46917e-05 0.946878
1.4 1.21 0.00660367 -0.00385639 0.937326
1.76 1.45 -0.00180173 0.00643499 0.780357
2.11 1.69 0.00569122 -0.00287286 0.952348
2.47 1.93 -0.000227195 0.00173835 0.978758
2.83 2.17 -1.63625e-05 -0.00207319 0.958579
3.18 2.41 0.0102124 -0.00192698 0.984667
3.54 2.66 0.00653082 0.000915582 0.98288
0.69 0.83 0.0054255 -0.00426525 0.93278
1.04 1.04 0.00449105 -0.00019731 0.949521
1.4 1.26 0.00706563 -0.0029106 0.949926
1.75 1.47 -0.00211261 0.00334063 0.751853
2.11 1.68 0.00571266 -0.00284807 0.953032
2.47 1.9 -0.000254263 0.00163129 0.981346
2.82 2.11 0.00111518 -0.000808797 0.980935
3.18 2.32 0.0103278 -0.00195781 0.983444
3.54 2.54 0.0061359 0.000392428 0.979642
0.68 0.93 0.00501217 -0.0024587 0.94023
1.04 1.11 0.0043851 0.000570604 0.950507
1.4 1.3 0.00642448 -0.00295687 0.949368
1.75 1.49 0.00346105 0.00351546 0.743699
2.11 1.67 0.00571831 -0.0028525 0.95315
2.46 1.86 -0.000826313 0.00109955 0.980981
2.82 2.04 0.00394928 -0.00038657 0.9493
3.18 2.23 0.00956153 -0.00232227 0.98571
3.53 2.42 0.0066506 0.000135374 0.982939
0.68 1.03 0.00503573 -0.00252062 0.936294
1.04 1.19 0.00489187 0.001555 0.94846
1.39 1.34 0.00646113 -0.00289587 0.948135
1.75 1.5 0.00707882 0.00136765 0.743953
2.11 1.66 0.00571894 -0.00286093 0.95317
2.46 1.82 0.00231819 0.000904778 0.853658
2.82 1.98 0.00836749 -0.0036796 0.966339
3.17 2.14 0.00943309 -0.00216396 0.979521
3.53 2.3 0.00742814 -0.00125759 0.972856
0.68 1.13 0.00465888 -0.00178945 0.935836
1.04 1.26 0.00617963 -0.00101075 0.9628
1.39 1.39 0.00671899 -0.00241468 0.945399
1.75 1.52 0.0108747 -0.00259505 0.934509
2.1 1.65 0.00615665 -0.00289648 0.953319
2.46 1.78 0.00549347 0.0039864 0.82181
2.82 1.91 0.00893331 -0.00381811 0.971241
3.17 2.05 0.0103398 -0.00262261 0.979602
3.53 2.18 0.00882385 -0.00100893 0.887265
0.68 1.23 0.00751275 -0.00243642 0.918668
1.03 1.33 0.00604275 -0.000918512 0.960099
1.39 1.43 0.00705526 -0.00260899 0.962532
1.75 1.54 0.00997849 -0.00271985 0.958972
2.1 1.64 0.00615998 -0.00291997 0.953459
2.46 1.75 0.00636518 0.00136401 0.850498
2.81 1.85 0.0101488 -0.00335211 0.978557
3.17 1.95 0.0110293 -0.00261967 0.97072
3.53 2.06 0.00832044 -0.00105617 0.946661
0.68 1.32 0.00776422 -0.0016838 0.978678
1.03 1.4 0.00586733 -0.00172991 0.967793
1.39 1.48 0.00685567 -0.00269319 0.957697
1.74 1.55 0.00941313 -0.00221222 0.954491
2.1 1.63 0.00617842 -0.0029453 0.953721
2.46 1.71 0.00805689 -0.00144645 0.874461
2.81 1.79 0.0105873 -0.00334328 0.979112
3.17 1.86 0.0114285 -0.00259959 0.973167
3.52 1.94 0.008347 -0.00106706 0.946252
0.67 1.42 0.00775775 -0.00160678 0.976546
1.03 1.47 0.00603703 -0.00237567 0.966413
1.39 1.52 0.00712206 -0.00286715 0.959517
1.74 1.57 0.0103257 -0.00199143 0.95313
2.1 1.62 0.00613787 -0.00297385 0.953831
2.45 1.67 0.00915934 -0.00284111 0.894373
2.81 1.72 0.0092926 -0.00279916 0.979167
3.16 1.77 0.0137335 -0.00183409 0.959212
3.52 1.82 0.0102108 -0.00197325 0.934741
0.67 1.52 0.00801558 -0.00161314 0.97638
1.03 1.55 0.0063601 -0.00118765 0.959491
1.38 1.57 0.00758355 -0.00292144 0.971812
1.74 1.59 0.00987066 -0.0018251 0.952857
2.09 1.61 0.00642791 -0.00282391 0.954833
2.45 1.63 0.0100848 -0.0045093 0.881362
2.81 1.66 0.00843758 -0.00245409 0.978582
3.16 1.68 0.00636331 -0.00224208 0.880979
3.52 1.7 0.00962599 0.00683564 0.762032
0.67 1.62 0.00718302 -0.00110078 0.965287
1.03 1.62 0.0057456 -0.00124296 0.964242
1.38 1.61 0.00816819 -0.00295022 0.974703
1.74 1.61 0.00977339 -0.00231471 0.953305
2.09 1.6 0.00640395 -0.00278151 0.954694
2.45 1.6 0.00859687 -0.00605571 0.84848
2.8 1.59 0.00786352 -0.00140336 0.980429
3.16 1.59 0.00336966 -0.00564181 0.908756
3.52 1.58 0.00684226 0.00212 0.72963
0.67 1.72 0.00727759 -0.000894756 0.946681
1.02 1.69 0.006109 -0.000831182 0.971125
1.38 1.66 0.0083713 -0.00305335 0.973624
1.73 1.62 0.00959987 -0.00196333 0.9459
2.09 1.59 0.00628793 -0.00281696 0.954606
2.45 1.56 0.0037132 -0.00520041 0.946397
2.8 1.53 0.00593188 -0.000950793 0.971491
3.16 1.49 0.00408888 -0.00355438 0.920112
3.51 1.46 0.00783835 -0.00319071 0.976753
0.67 1.82 0.00674551 -0.000213496 0.955634
1.02 1.76 0.00693845 -0.000539986 0.9643
1.38 1.7 0.00845932 -0.00307767 0.974983
1.73 1.64 0.00869217 -0.00179862 0.946696
2.09 1.58 0.00631486 -0.00283256 0.955071
2.44 1.52 0.00466185 -0.00455903 0.923644
2.8 1.46 0.00602784 -0.000743907 0.970164
3.15 1.4 0.00449269 -0.00196146 0.928413
3.51 1.34 0.00780223 -0.00320064 0.975542
