4.4 0 -0.00272712 -0.00242664 0 0
5.6 0.2 -0.0036796 -0.00324487 0 0
7 0.4 -0.0040467 -0.00473906 0 0
8.2 0.4 -0.00411113 0.00264419 0 0
9.6 0.6 -0.00416365 -0.000577809 0 0
10.8 0.8 -0.00259466 0.00166662 0 0
12.2 1 0.000782038 -0.00121775 0 0
13.4 1.2 0.000455411 -0.00212544 0 0
14.8 1.4 0.000886484 -0.0030552 0 0
16 1.4 0.0017117 -0.00219486 0 0
17.4 1.6 -0.0014443 -0.00775777 0 0
18.6 1.8 -0.000408432 0.0025412 0 0
20 2 0.00138999 0.00212534 0 0
21.2 2.2 -0.00402656 0.00318424 0 0
22.6 2.4 -0.0052358 0.00674476 0 0
23.8 2.4 -0.00365836 0.00480401 0 0
25.2 2.6 -0.00375276 0.0039197 0 0
26.4 2.8 -0.00307328 0.00464588 0 0
27.8 3 -0.00260046 -0.00131353 0 0
29 3.2 -0.000287775 -2.30319e-005 0 0
30.4 3.4 0.000960199 0.000668365 0 0
31.6 3.4 -0.000144425 -0.00128882 0 0
33 3.6 -0.00309882 -0.0017578 0 0
34.2 3.8 -0.00566379 0.000588819 0 0
35.6 4 -0.00551406 -0.00135488 0 0
36.8 4.2 -0.00698853 -0.000396661 0 0
38.2 4.4 -0.00633653 -0.0021172 0 0
39.4 4.4 -0.00449863 -0.00146326 0 0
40.8 4.6 -0.00440146 -0.0043637 0 0
42 4.8 -2.80708e-005 -0.0039322 0 0
4.2 2 -0.00188312 -0.00169109 0 0
5.6 2.2 -0.00602284 -0.00448576 0 0
6.8 2.4 -0.00767806 -0.000543797 0 0
8.2 2.6 -0.00667592 0.00880965 0 0
9.4 2.6 -0.00231697 0.00335238 0 0
10.8 2.8 -0.00588084 0.00290268 0 0
12 3 -0.00218973 -0.00463949 0 0
13.4 3.2 -0.00533848 -0.00440372 0 0
14.6 3.2 -0.00443544 -0.00588341 0 0
16 3.4 -0.00559074 -0.00457422 0 0
17.2 3.6 0.00265983 -0.00707901 0 0
18.6 3.8 -0.00339384 0.00111962 0 0
19.8 4 0.000713214 0.00270508 0 0
21 4 -0.00564128 0.0111024 0 0
22.4 4.2 -0.00806801 0.0124151 0 0
23.6 4.4 -0.00579187 0.0117884 0 0
25 4.6 -0.0050376 0.00745791 0 0
26.2 4.8 0.00516478 0.00857008 0 0
27.6 4.8 0.00400033 0.000515942 0 0
28.8 5 0.00304032 0.000593384 0 0
30.2 5.2 -0.00162011 0.00150488 0 0
31.4 5.4 -0.00352466 -0.00139423 0 0
32.8 5.6 -0.00474385 -0.00315287 0 0
34 5.6 -0.00634964 -0.00868246 0 0
35.4 5.8 -0.00677977 -0.00082349 0 0
36.6 6 -0.00318233 -0.00168734 0 0
37.8 6.2 -0.00780141 -0.00361322 0 0
39.2 6.4 -0.00992846 -0.00181778 0 0
40.4 6.4 -0.00908537 -0.00326637 0 0
41.8 6.6 -0.00241861 -0.0036678 0 0
4.2 4 -0.00274867 0.00123223 0 0
5.4 4.2 -0.000230181 0.00154052 0 0
6.8 4.4 0.0175034 0.452451 0 0
8 4.6 0.0424928 0.453223 0 0
9.4 4.6 0.0714284 0.423759 0 0
10.6 4.8 0.0533014 0.49363 0 0
12 5 0.0197011 0.527702 0 0
13.2 5.2 0.0109509 0.565756 0 0
14.4 5.2 0.00075775 0.605321 0 0
15.8 5.4 0.00102273 0.61721 0 0
17 5.6 0.00663479 0.647172 0 0
18.4 5.8 0.010501 0.714471 0 0
19.6 5.8 0.0200538 0.686403 0 0
21 6 0.0308173 0.642239 0 0
22.2 6.2 0.0585575 0.662169 0 0
23.6 6.4 0.0573569 0.725806 0 0
24.8 6.4 -0.0231855 0.0259064 0 0
26 6.6 0.00696944 0.0198149 0 0
27.4 6.8 -0.0130044 0.0187161 0 0
28.6 7 -0.0125414 -0.00452931 0 0
30 7 -0.0180988 -0.000436654 0 0
31.2 7.2 0.00904331 0.00323239 0 0
32.6 7.4 -0.00339883 0.00181053 0 0
33.8 7.6 -0.00781132 0.0168375 0 0
35.2 7.6 -0.000610115 -0.00345226 0 0
36.4 7.8 0.014622 0.0103876 0 0
37.6 8 -0.00940757 0.0199557 0 0
39 8.2 0.00470505 0.0133987 0 0
40.2 8.4 0.019082 -0.00473605 0 0
41.6 8.4 0.0195416 0.0109991 0 0
4 6 -0.00565225 0.00201195 0 0
5.4 6.2 -0.558378 0.151341 0 0
6.6 6.4 -0.0613323 0.505808 0 0
8 6.6 0.0481456 0.487047 0 0
9.2 6.6 0.0502531 0.481749 0 0
10.4 6.8 0.0498938 0.527225 0 0
11.8 7 0.0869393 0.598679 0 0
13 7 0.187291 0.641218 0 0
